ppe_types_requested,datecreated,facility_type,stateprovince,county,censustractfips
"Nitrile Gloves, Nitrile Gloves, Thermometers, Nitrile Gloves, Nitrile Gloves, Thermometers, Gowns, Thermometers, Gowns, Gowns, Gowns, Thermometers",2020-06-10 14:39:20.542000+00:00,"Long-term care or residential healthcare facility  (including nursing home, skilled nursing facility, hospice, group home, assisted living facility, residential substance treatment facility)",MD,Anne Arundel,24003702402
"Gowns, Thermometers, Thermometers, Gowns, Nitrile Gloves, Gowns, Nitrile Gloves, Nitrile Gloves, Thermometers, Thermometers, Gowns, Nitrile Gloves",2020-06-10 14:39:29.767000+00:00,,MD,Anne Arundel,24003702402
"N95 Respirators, Surgical Masks, Gowns",2020-06-10 14:39:56.243000+00:00,Acute care hospital,CA,Los Angeles,06037102107
"Disinfecting Wipes, Thermometers, Hand Sanitizer, Nitrile Gloves",2020-06-10 14:39:59.667000+00:00,,MA,Worcester,25027709600
"Gowns, Thermometers, Nitrile Gloves, Nitrile Gloves, Thermometers, Nitrile Gloves, Nitrile Gloves, Thermometers, Gowns, Gowns, Gowns, Thermometers",2020-06-10 14:40:49.915000+00:00,Other,MD,Anne Arundel,24003702402
"Disposable Booties, Gowns, Disinfecting Wipes, Coveralls / Bunny Suits, Hand Sanitizer",2020-06-10 14:41:11.459000+00:00,,NY,Queens,
"Surgical Caps / Bouffant Caps, Cloth Masks, Thermometers, Hand Sanitizer",2020-06-10 14:41:32.046000+00:00,"Long-term care or residential healthcare facility  (including nursing home, skilled nursing facility, hospice, group home, assisted living facility, residential substance treatment facility)",MN,Hennepin,27053011800
"Disposable Booties, Gowns, Coveralls / Bunny Suits, Hand Sanitizer, Disinfecting Wipes",2020-06-10 14:41:57.209000+00:00,,NY,Queens,
"Safety Goggles, PAPR Replacement Face Shields, N95 Respirators, Thermometers",2020-06-10 14:43:26.799000+00:00,Acute care hospital,NJ,Bergen,34003054500
"Safety Goggles, N95 Respirators, Thermometers, PAPR Replacement Face Shields",2020-06-10 14:44:26.110000+00:00,Acute care hospital,NJ,Bergen,34003054500
"N95 Respirators, Disinfecting Wipes, Surgical Masks, Cloth Masks, Hand Sanitizer, Surgical Masks, Gowns, Cloth Masks, Gowns, Hand Sanitizer, N95 Respirators, Disinfecting Wipes",2020-06-10 14:44:34.320000+00:00,Other,FL,Lee,
"N95 Respirators, Disinfecting Wipes",2020-06-10 14:45:36.925000+00:00,,CA,Santa Clara,06085506801
"Cloth Masks, Body Bags, Surgical Masks, N95 Respirators, Disinfecting Wipes, Gowns, Surgical Caps / Bouffant Caps",2020-06-10 14:45:41.263000+00:00,"Long-term care or residential healthcare facility  (including nursing home, skilled nursing facility, hospice, group home, assisted living facility, residential substance treatment facility)",PA,Lackawanna,42069100300
"Hand Sanitizer, Two-way Communication Devices, Gowns, Surgical Caps / Bouffant Caps, Nitrile Gloves, Disposable Booties, Safety Glasses, Safety Goggles, Disinfecting Wipes, Face Shields, Face Shields, Surgical Masks, Coveralls / Bunny Suits, Body Bags, Thermometers",2020-06-10 14:46:26.528000+00:00,Mortuary or coroner's office,NC,Edgecombe,37065020300
"Surgical Masks, Gowns",2020-06-10 14:47:17.486000+00:00,Acute care hospital,TN,Rutherford,
"Safety Goggles, Gowns, Disinfecting Wipes",2020-06-10 14:49:29.256000+00:00,Acute care hospital,IN,Marion,18097341902
"N95 Respirators, Surgical Masks, Cloth Masks, Disinfecting Wipes, Body Bags, Surgical Caps / Bouffant Caps, Gowns",2020-06-10 14:50:03.724000+00:00,"Long-term care or residential healthcare facility  (including nursing home, skilled nursing facility, hospice, group home, assisted living facility, residential substance treatment facility)",PA,Lackawanna,42069100300
"N95 Respirators, Surgical Caps / Bouffant Caps, Surgical Masks, Disinfecting Wipes, Disposable Booties",2020-06-10 14:50:51.749000+00:00,,CA,Los Angeles,06037700801
"Hand Sanitizer, Gowns",2020-06-10 14:55:31.739000+00:00,Acute care hospital,TN,Rutherford,47149040901
Gowns,2020-06-10 14:55:36.266000+00:00,"Long-term care or residential healthcare facility  (including nursing home, skilled nursing facility, hospice, group home, assisted living facility, residential substance treatment facility)",KS,Sumner,20191962200
"Gowns, Hand Sanitizer",2020-06-10 14:55:43.533000+00:00,Acute care hospital,TN,Rutherford,47149040901
"Hand Sanitizer, Gowns",2020-06-10 14:56:04.311000+00:00,Acute care hospital,TN,Rutherford,47149040901
"Nitrile Gloves, N95 Respirators, Nitrile Gloves, Hand Sanitizer, Hand Sanitizer, N95 Respirators",2020-06-10 14:57:02.165000+00:00,,OR,Lane,
"N95 Respirators, Hand Sanitizer, Nitrile Gloves, Nitrile Gloves, N95 Respirators, Hand Sanitizer",2020-06-10 14:57:13.578000+00:00,"Outpatient care facility (including primary care or specialist services, dialysis center, dental services, community clinic)",OR,Lane,
"Thermometers, Hand Sanitizer, Surgical Masks, Gowns, Disinfecting Wipes",2020-06-10 14:57:58.126000+00:00,Acute care hospital,IL,Cook,
"Surgical Masks, Gowns, Hand Sanitizer, Nitrile Gloves, Two-way Communication Devices, Coveralls / Bunny Suits, Safety Glasses, Face Shields, Body Bags, Safety Goggles, Disinfecting Wipes, N95 Respirators, Surgical Caps / Bouffant Caps, Disposable Booties",2020-06-10 14:58:18.407000+00:00,"Emergency medical services, urgent care clinic, or freestanding emergency room",SD,Todd,
"Surgical Masks, Gowns",2020-06-10 14:58:23.265000+00:00,Other,OH,Auglaize,39011041202
"Gowns, Hand Sanitizer, N95 Respirators, PAPR Replacement Face Shields, Disinfecting Wipes",2020-06-10 14:58:27.573000+00:00,"Emergency medical services, urgent care clinic, or freestanding emergency room",IL,Cook,17031817500
"Hand Sanitizer, Gowns, Thermometers, Surgical Masks, Disinfecting Wipes",2020-06-10 14:59:03.673000+00:00,Acute care hospital,IL,Cook,
"Disinfecting Wipes, Hand Sanitizer, Surgical Masks, Thermometers, Gowns",2020-06-10 14:59:16.434000+00:00,Acute care hospital,IL,Cook,
"Disinfecting Wipes, Gowns, Surgical Caps / Bouffant Caps, Thermometers, Disposable Booties, Hand Sanitizer",2020-06-10 14:59:38.705000+00:00,,NY,Tompkins,
"Surgical Masks, Hand Sanitizer, Face Shields, Safety Glasses, Thermometers, Disinfecting Wipes, Gowns, Safety Goggles",2020-06-10 15:01:16.199000+00:00,Acute care hospital,OR,Coos,41011000503
"Disinfecting Wipes, Gowns, Surgical Masks",2020-06-10 15:01:45.847000+00:00,"Long-term care or residential healthcare facility  (including nursing home, skilled nursing facility, hospice, group home, assisted living facility, residential substance treatment facility)",KS,Allen,20001952600
"PAPR Replacement Face Shields, Gowns, Disposable Booties, Disinfecting Wipes, Hand Sanitizer, N95 Respirators, Nitrile Gloves",2020-06-10 15:04:40.510000+00:00,"Emergency medical services, urgent care clinic, or freestanding emergency room",IL,Cook,17031817500
"Nitrile Gloves, Gowns, PAPR Replacement Face Shields, Disposable Booties, Disinfecting Wipes, N95 Respirators, Hand Sanitizer",2020-06-10 15:04:48.659000+00:00,"Emergency medical services, urgent care clinic, or freestanding emergency room",IL,Cook,17031817500
"Face Shields, N95 Respirators, Safety Goggles, Surgical Caps / Bouffant Caps",2020-06-10 15:06:55.508000+00:00,Acute care hospital,PA,Montgomery,42091204400
N95 Respirators,2020-06-10 15:07:13.339000+00:00,Acute care hospital,NY,Suffolk,36103112211
"Hand Sanitizer, PAPR Replacement Face Shields, Safety Glasses, Cloth Masks, Disposable Booties, Gowns, Coveralls / Bunny Suits, Surgical Caps / Bouffant Caps, Two-way Communication Devices, Disinfecting Wipes, Safety Goggles, Thermometers, Face Shields, Face Shields, Surgical Masks, Nitrile Gloves, N95 Respirators",2020-06-10 15:08:30.568000+00:00,"Outpatient care facility (including primary care or specialist services, dialysis center, dental services, community clinic)",NH,Strafford,33017081500
"N95 Respirators, Surgical Masks, Hand Sanitizer, Cloth Masks, Thermometers, PAPR Replacement Face Shields, Coveralls / Bunny Suits, Surgical Caps / Bouffant Caps, Disinfecting Wipes, Disposable Booties, Safety Glasses, Face Shields, Safety Goggles, Face Shields, Nitrile Gloves, Gowns, Two-way Communication Devices",2020-06-10 15:10:12.153000+00:00,"Outpatient care facility (including primary care or specialist services, dialysis center, dental services, community clinic)",NH,Strafford,33017081500
"Gowns, Face Shields, Disinfecting Wipes, Nitrile Gloves, Surgical Masks, Disposable Booties, Coveralls / Bunny Suits, N95 Respirators, Hand Sanitizer",2020-06-10 15:17:22.208000+00:00,,OH,Hamilton,39061023901
"Gowns, Face Shields",2020-06-10 15:19:34.665000+00:00,,WA,Spokane,53063003200
"Gowns, N95 Respirators, Nitrile Gloves, Disposable Booties, Cloth Masks, Surgical Masks, Coveralls / Bunny Suits, Disinfecting Wipes, Face Shields, Safety Glasses, Surgical Caps / Bouffant Caps, Face Shields, Hand Sanitizer",2020-06-10 15:19:58.998000+00:00,"Outpatient care facility (including primary care or specialist services, dialysis center, dental services, community clinic)",MN,St. Louis,27137015402
"Safety Goggles, Face Shields, Hand Sanitizer, Nitrile Gloves, Gowns, Thermometers, Disinfecting Wipes",2020-06-10 15:24:01.159000+00:00,Other,GA,Chatham,13051011700
"Disinfecting Wipes, Gowns, Face Shields, Nitrile Gloves, Safety Goggles, Thermometers, Hand Sanitizer",2020-06-10 15:24:49.479000+00:00,Other,GA,Chatham,13051011700
"Thermometers, Gowns, Disinfecting Wipes, Face Shields, Nitrile Gloves, Hand Sanitizer, Safety Goggles",2020-06-10 15:25:01.621000+00:00,Other,GA,Chatham,13051011700
"N95 Respirators, Gowns",2020-06-10 15:27:15.904000+00:00,"Long-term care or residential healthcare facility  (including nursing home, skilled nursing facility, hospice, group home, assisted living facility, residential substance treatment facility)",NC,Mecklenburg,37119005833
"N95 Respirators, Gowns",2020-06-10 15:31:10.868000+00:00,"Long-term care or residential healthcare facility  (including nursing home, skilled nursing facility, hospice, group home, assisted living facility, residential substance treatment facility)",NC,Mecklenburg,37119005833
N95 Respirators,2020-06-10 15:36:33.697000+00:00,,AL,Jefferson,01073012703
"Surgical Masks, Cloth Masks, Hand Sanitizer",2020-06-10 15:40:53.549000+00:00,Acute care hospital,PA,Northampton,42095015203
"Gowns, N95 Respirators, Hand Sanitizer, Disinfecting Wipes",2020-06-10 15:41:09.676000+00:00,Acute care hospital,IL,Cook,17031836600
"Surgical Masks, Hand Sanitizer, Cloth Masks",2020-06-10 15:41:31.258000+00:00,Acute care hospital,PA,Northampton,42095015203
"Disinfecting Wipes, Disinfecting Wipes, Hand Sanitizer, Hand Sanitizer, Surgical Masks, Nitrile Gloves, Surgical Masks, Nitrile Gloves",2020-06-10 15:41:41.152000+00:00,"Long-term care or residential healthcare facility  (including nursing home, skilled nursing facility, hospice, group home, assisted living facility, residential substance treatment facility)",MA,Bristol,25005650101
"Hand Sanitizer, Hand Sanitizer, Nitrile Gloves, Nitrile Gloves, Surgical Masks, Disinfecting Wipes, Disinfecting Wipes, Surgical Masks",2020-06-10 15:44:51.228000+00:00,"Long-term care or residential healthcare facility  (including nursing home, skilled nursing facility, hospice, group home, assisted living facility, residential substance treatment facility)",MA,Bristol,25005650101
"Hand Sanitizer, Hand Sanitizer, Surgical Masks, Surgical Masks, Disinfecting Wipes, Nitrile Gloves, Nitrile Gloves, Disinfecting Wipes",2020-06-10 15:44:53.156000+00:00,Acute care hospital,MA,Bristol,25005650101
"N95 Respirators, Face Shields, Face Shields, N95 Respirators",2020-06-10 15:45:53.855000+00:00,Home health agency,FL,Pinellas,12103027206
N95 Respirators,2020-06-10 15:52:39.373000+00:00,Acute care hospital,CA,Los Angeles,06037271600
"Coveralls / Bunny Suits, Gowns, Nitrile Gloves, Surgical Caps / Bouffant Caps, Disinfecting Wipes, Surgical Masks",2020-06-10 15:53:05.048000+00:00,"Outpatient care facility (including primary care or specialist services, dialysis center, dental services, community clinic)",TX,Williamson,48491020336
"Surgical Masks, N95 Respirators, Disinfecting Wipes, Disinfecting Wipes, Disinfecting Wipes, Disinfecting Wipes, Disinfecting Wipes, N95 Respirators, N95 Respirators, N95 Respirators, N95 Respirators, N95 Respirators, N95 Respirators, Surgical Masks, N95 Respirators, N95 Respirators, N95 Respirators, N95 Respirators, N95 Respirators, Disinfecting Wipes, N95 Respirators, Surgical Masks, Disinfecting Wipes, Surgical Masks, Surgical Masks, Disinfecting Wipes, Surgical Masks, Surgical Masks, Surgical Masks, Surgical Masks, Surgical Masks, Surgical Masks, N95 Respirators, Disinfecting Wipes, Disinfecting Wipes, Disinfecting Wipes, Disinfecting Wipes, Surgical Masks, Surgical Masks, Disinfecting Wipes, Surgical Masks, Disinfecting Wipes",2020-06-10 15:53:31.681000+00:00,,NJ,Atlantic,34001011702
"Nitrile Gloves, Surgical Masks, Disinfecting Wipes, N95 Respirators, Face Shields",2020-06-10 15:54:22.319000+00:00,Acute care hospital,MA,Suffolk,25025070202
"Nitrile Gloves, Surgical Masks, N95 Respirators, Face Shields",2020-06-10 15:55:09.235000+00:00,Acute care hospital,MA,Suffolk,25025070202
"Coveralls / Bunny Suits, Gowns, Safety Goggles, N95 Respirators, Disinfecting Wipes, Safety Glasses, Surgical Caps / Bouffant Caps, Hand Sanitizer, Disposable Booties",2020-06-10 15:57:14.615000+00:00,,CT,Fairfield,09001050200
"Coveralls / Bunny Suits, Surgical Caps / Bouffant Caps, Surgical Caps / Bouffant Caps, Coveralls / Bunny Suits, Surgical Caps / Bouffant Caps, Thermometers, Thermometers, Thermometers, Safety Goggles, Face Shields, Coveralls / Bunny Suits, Thermometers, Face Shields, N95 Respirators, N95 Respirators, N95 Respirators, N95 Respirators, Safety Goggles, Surgical Caps / Bouffant Caps, Safety Goggles, Face Shields, Safety Goggles, Face Shields, Coveralls / Bunny Suits",2020-06-10 15:58:39.353000+00:00,,WI,Rock,55105001302
"Safety Goggles, Thermometers, Face Shields, Face Shields, Safety Goggles, Face Shields, Face Shields, Safety Goggles, Thermometers, Thermometers, Coveralls / Bunny Suits, Thermometers, N95 Respirators, N95 Respirators, N95 Respirators, Coveralls / Bunny Suits, Surgical Caps / Bouffant Caps, Surgical Caps / Bouffant Caps, Safety Goggles, Surgical Caps / Bouffant Caps, Surgical Caps / Bouffant Caps, Coveralls / Bunny Suits, N95 Respirators, Coveralls / Bunny Suits",2020-06-10 15:59:04.606000+00:00,Clinical laboratory or COVID-19 testing site,WI,Rock,55105001302
"Gowns, Disinfecting Wipes, Hand Sanitizer, Face Shields, Nitrile Gloves",2020-06-10 15:59:41.899000+00:00,Clinical laboratory or COVID-19 testing site,TX,Grayson,48181000903
"Disinfecting Wipes, Gowns, Nitrile Gloves, Face Shields, Hand Sanitizer",2020-06-10 15:59:58.355000+00:00,Clinical laboratory or COVID-19 testing site,TX,Grayson,48181000903
"Surgical Masks, Surgical Caps / Bouffant Caps, N95 Respirators, Safety Goggles, Face Shields, Safety Glasses",2020-06-10 16:00:18.631000+00:00,Acute care hospital,IL,Cook,17031805106
"Face Shields, Safety Goggles, Surgical Masks, N95 Respirators, Surgical Caps / Bouffant Caps, Safety Glasses",2020-06-10 16:00:59.579000+00:00,Acute care hospital,IL,Cook,17031805106
"Safety Glasses, Face Shields, Safety Goggles, Surgical Masks, Surgical Caps / Bouffant Caps, N95 Respirators",2020-06-10 16:01:28.623000+00:00,Acute care hospital,IL,Cook,17031805106
N95 Respirators,2020-06-10 16:04:52.756000+00:00,"Emergency medical services, urgent care clinic, or freestanding emergency room",KY,Kenton,21117067000
"Thermometers, Nitrile Gloves, Surgical Caps / Bouffant Caps, Surgical Caps / Bouffant Caps, Thermometers, N95 Respirators, Safety Glasses, N95 Respirators, Safety Glasses, Nitrile Gloves",2020-06-10 16:06:41.290000+00:00,Acute care hospital,MO,St. Louis,29189215500
N95 Respirators,2020-06-10 16:06:54.463000+00:00,"Emergency medical services, urgent care clinic, or freestanding emergency room",KY,Kenton,21117067000
"Coveralls / Bunny Suits, Coveralls / Bunny Suits, Coveralls / Bunny Suits, Coveralls / Bunny Suits, Safety Goggles, Safety Goggles, Thermometers, Surgical Caps / Bouffant Caps, Surgical Caps / Bouffant Caps, Thermometers, Thermometers, Safety Goggles, N95 Respirators, Thermometers, N95 Respirators, Face Shields, Face Shields, Face Shields, Surgical Caps / Bouffant Caps, N95 Respirators, N95 Respirators, Surgical Caps / Bouffant Caps, Face Shields, Safety Goggles",2020-06-10 16:07:00.390000+00:00,,WI,Rock,55105001302
"Surgical Masks, Thermometers",2020-06-10 16:07:10.997000+00:00,Acute care hospital,WA,Whitman,53075000100
"Disinfecting Wipes, Face Shields, Surgical Masks, N95 Respirators, Nitrile Gloves",2020-06-10 16:07:53.530000+00:00,Acute care hospital,MA,Suffolk,25025070202
"Surgical Masks, N95 Respirators, Nitrile Gloves, Disinfecting Wipes, Face Shields",2020-06-10 16:08:57.739000+00:00,Acute care hospital,MA,Suffolk,25025070202
"Nitrile Gloves, Nitrile Gloves, N95 Respirators, Thermometers, N95 Respirators, Safety Glasses, Surgical Caps / Bouffant Caps, Surgical Caps / Bouffant Caps, Thermometers, Safety Glasses",2020-06-10 16:10:17.998000+00:00,Acute care hospital,MO,St. Louis,29189215500
"Disinfecting Wipes, Cloth Masks, Gowns, Nitrile Gloves, Hand Sanitizer",2020-06-10 16:11:09.993000+00:00,Nonprofit or faith-based community organization (including community centers),MN,Hennepin,27053126300
"Surgical Masks, Disposable Booties, Gowns, Face Shields, Disinfecting Wipes, N95 Respirators",2020-06-10 16:11:24.865000+00:00,"Outpatient care facility (including primary care or specialist services, dialysis center, dental services, community clinic)",MA,Plymouth,25023544100
"Cloth Masks, Cloth Masks, Cloth Masks",2020-06-10 16:12:42.650000+00:00,Acute care hospital,,,
"Hand Sanitizer, Thermometers, Gowns",2020-06-10 16:14:21.848000+00:00,"Outpatient care facility (including primary care or specialist services, dialysis center, dental services, community clinic)",NY,Bronx,36005007900
"Disinfecting Wipes, Surgical Masks, Thermometers, Gowns, Safety Goggles",2020-06-10 16:19:17.265000+00:00,Other,CA,Los Angeles,06037276607
"Two-way Communication Devices, Two-way Communication Devices, Gowns, Gowns, Surgical Masks, Surgical Masks, N95 Respirators, N95 Respirators",2020-06-10 16:19:23.282000+00:00,,NJ,Union,34039038103
"Surgical Caps / Bouffant Caps, Thermometers, Two-way Communication Devices, Two-way Communication Devices, Gowns, Surgical Caps / Bouffant Caps, Gowns, Thermometers, Disposable Booties, Disposable Booties",2020-06-10 16:21:21.747000+00:00,"Long-term care or residential healthcare facility  (including nursing home, skilled nursing facility, hospice, group home, assisted living facility, residential substance treatment facility)",CO,Broomfield,08014030300
"Two-way Communication Devices, Disposable Booties, Surgical Caps / Bouffant Caps, Thermometers, Thermometers, Gowns, Gowns, Disposable Booties, Surgical Caps / Bouffant Caps, Two-way Communication Devices",2020-06-10 16:21:48.436000+00:00,"Long-term care or residential healthcare facility  (including nursing home, skilled nursing facility, hospice, group home, assisted living facility, residential substance treatment facility)",CO,Broomfield,08014030300
"Disposable Booties, Thermometers, Thermometers, Disposable Booties, Gowns, Surgical Caps / Bouffant Caps, Two-way Communication Devices, Two-way Communication Devices, Gowns, Surgical Caps / Bouffant Caps",2020-06-10 16:22:20.734000+00:00,Acute care hospital,CO,Broomfield,08014030300
"Thermometers, N95 Respirators, Surgical Masks, Face Shields, Disinfecting Wipes",2020-06-10 16:23:42.649000+00:00,"Outpatient care facility (including primary care or specialist services, dialysis center, dental services, community clinic)",CA,Los Angeles,
"Gowns, Disinfecting Wipes, Nitrile Gloves, Hand Sanitizer, Cloth Masks",2020-06-10 16:27:29.022000+00:00,Nonprofit or faith-based community organization (including community centers),MN,Hennepin,27053126300
"Nitrile Gloves, Thermometers, Surgical Masks, Hand Sanitizer",2020-06-10 16:27:31.773000+00:00,Acute care hospital,NJ,Union,34039036700
"Nitrile Gloves, Hand Sanitizer, Thermometers, Surgical Masks",2020-06-10 16:27:47.803000+00:00,Acute care hospital,NJ,Union,34039036700
"Surgical Masks, Cloth Masks, Gowns",2020-06-10 16:30:35.306000+00:00,,CA,Contra Costa,06013334200
"N95 Respirators, Disinfecting Wipes, Disposable Booties, Cloth Masks, Surgical Masks, Hand Sanitizer, Face Shields",2020-06-10 16:31:09.948000+00:00,,CA,San Francisco,06075017700
"Gowns, N95 Respirators, Hand Sanitizer",2020-06-10 16:33:06.247000+00:00,Acute care hospital,PA,Delaware,42045406902
"Hand Sanitizer, Gowns, N95 Respirators",2020-06-10 16:33:13.177000+00:00,Acute care hospital,PA,Delaware,42045406902
"N95 Respirators, Face Shields, Gowns",2020-06-10 16:33:53.145000+00:00,Acute care hospital,TX,Hidalgo,48215021203
"Surgical Masks, Gowns, N95 Respirators, Safety Glasses, Nitrile Gloves, Hand Sanitizer, Face Shields",2020-06-10 16:35:14.694000+00:00,,SC,Florence,45041000202
"Disinfecting Wipes, N95 Respirators, Hand Sanitizer, Safety Glasses, Safety Goggles, Face Shields, Surgical Masks, Thermometers",2020-06-10 16:38:36.982000+00:00,Acute care hospital,CA,San Mateo,06081604600
"Disinfecting Wipes, Hand Sanitizer, N95 Respirators, Gowns",2020-06-10 16:38:50.481000+00:00,Acute care hospital,CA,Fresno,
"Gowns, Gowns, Face Shields, N95 Respirators, Hand Sanitizer, Surgical Masks, Hand Sanitizer, Thermometers, Thermometers, Face Shields, N95 Respirators, Surgical Masks",2020-06-10 16:39:06.583000+00:00,Acute care hospital,CA,Los Angeles,06037480602
"N95 Respirators, Gowns, Face Shields, Face Shields, Gowns, Hand Sanitizer, Thermometers, Surgical Masks, Surgical Masks, Hand Sanitizer, N95 Respirators, Thermometers",2020-06-10 16:39:19.047000+00:00,"Long-term care or residential healthcare facility  (including nursing home, skilled nursing facility, hospice, group home, assisted living facility, residential substance treatment facility)",CA,Los Angeles,06037480602
"N95 Respirators, Face Shields, Safety Glasses, Safety Goggles, Surgical Masks, Disinfecting Wipes, Thermometers, Hand Sanitizer",2020-06-10 16:42:06.717000+00:00,Acute care hospital,CA,San Mateo,06081604600
"Face Shields, Safety Glasses, N95 Respirators, Disinfecting Wipes, Thermometers, Surgical Masks, Safety Goggles, Hand Sanitizer",2020-06-10 16:42:13.612000+00:00,Acute care hospital,CA,San Mateo,06081604600
"Hand Sanitizer, N95 Respirators, Safety Goggles, Face Shields, Disinfecting Wipes, Safety Glasses, Surgical Masks, Thermometers",2020-06-10 16:42:23.641000+00:00,Acute care hospital,CA,San Mateo,06081604600
"N95 Respirators, Coveralls / Bunny Suits, PAPR Replacement Face Shields, Face Shields",2020-06-10 16:44:57.968000+00:00,Acute care hospital,CA,Contra Costa,06013329000
"Cloth Masks, N95 Respirators, Face Shields, Disinfecting Wipes, Surgical Masks, Gowns, Nitrile Gloves",2020-06-10 16:45:18.540000+00:00,"Outpatient care facility (including primary care or specialist services, dialysis center, dental services, community clinic)",MA,Essex,25009217101
"N95 Respirators, Gowns, Face Shields, Disinfecting Wipes, Nitrile Gloves, Surgical Masks, Cloth Masks",2020-06-10 16:45:37.919000+00:00,"Outpatient care facility (including primary care or specialist services, dialysis center, dental services, community clinic)",MA,Essex,25009217101
"N95 Respirators, Hand Sanitizer, N95 Respirators, Hand Sanitizer",2020-06-10 16:45:43.615000+00:00,Acute care hospital,VA,,51087200122
"Thermometers, Disinfecting Wipes, Disposable Booties, Gowns, Surgical Caps / Bouffant Caps, Cloth Masks, Nitrile Gloves, N95 Respirators",2020-06-10 16:48:41.181000+00:00,,NY,Rockland,36087013402
"Surgical Masks, Coveralls / Bunny Suits, Disinfecting Wipes, N95 Respirators",2020-06-10 16:50:31.148000+00:00,"Long-term care or residential healthcare facility  (including nursing home, skilled nursing facility, hospice, group home, assisted living facility, residential substance treatment facility)",IL,Cook,17031808100
"Cloth Masks, Hand Sanitizer, Thermometers, Thermometers, Surgical Masks, Surgical Masks, N95 Respirators, N95 Respirators, Hand Sanitizer, Cloth Masks",2020-06-10 16:53:23.548000+00:00,"Long-term care or residential healthcare facility  (including nursing home, skilled nursing facility, hospice, group home, assisted living facility, residential substance treatment facility)",CA,Alameda,
"Safety Glasses, Surgical Caps / Bouffant Caps, PAPR Replacement Face Shields, N95 Respirators",2020-06-10 16:56:05.863000+00:00,Acute care hospital,NY,Richmond,
Cloth Masks,2020-06-10 17:01:41.606000+00:00,,IL,Cook,17031807700
"Face Shields, Nitrile Gloves, Coveralls / Bunny Suits, Surgical Masks, Disposable Booties, Disinfecting Wipes, N95 Respirators, Hand Sanitizer, Gowns",2020-06-10 17:04:37.334000+00:00,,OH,Hamilton,39061023901
"Surgical Masks, Surgical Masks, Surgical Caps / Bouffant Caps, Surgical Caps / Bouffant Caps",2020-06-10 17:05:06.367000+00:00,,MN,Washington,27163070502
"Surgical Caps / Bouffant Caps, Surgical Masks, Surgical Masks, Surgical Caps / Bouffant Caps",2020-06-10 17:05:21.483000+00:00,,MN,Washington,27163070502
"Two-way Communication Devices, Gowns, N95 Respirators, Face Shields, Surgical Masks, Coveralls / Bunny Suits, Disinfecting Wipes",2020-06-10 17:05:57.339000+00:00,Acute care hospital,TX,Bosque,48035950300
"Gowns, Two-way Communication Devices, Surgical Masks, Coveralls / Bunny Suits, N95 Respirators, Face Shields, Disinfecting Wipes",2020-06-10 17:06:15.090000+00:00,Acute care hospital,TX,Bosque,48035950300
"Surgical Masks, Disinfecting Wipes, Nitrile Gloves, Cloth Masks, N95 Respirators, Two-way Communication Devices, Thermometers, Hand Sanitizer",2020-06-10 17:10:24.034000+00:00,"Outpatient care facility (including primary care or specialist services, dialysis center, dental services, community clinic)",MI,Ottawa,26139025101
"N95 Respirators, Gowns, Surgical Caps / Bouffant Caps",2020-06-10 17:11:15.996000+00:00,Acute care hospital,NY,New York,36061016400
"Hand Sanitizer, Coveralls / Bunny Suits, N95 Respirators, Gowns, Face Shields, Surgical Masks, Nitrile Gloves",2020-06-10 17:13:35.304000+00:00,"Outpatient care facility (including primary care or specialist services, dialysis center, dental services, community clinic)",OR,Washington,41067031911
"N95 Respirators, N95 Respirators, Two-way Communication Devices, Nitrile Gloves, Nitrile Gloves, Hand Sanitizer, Body Bags, Coveralls / Bunny Suits, Coveralls / Bunny Suits, Hand Sanitizer, Hand Sanitizer, Face Shields, PAPR Replacement Face Shields, Body Bags, Coveralls / Bunny Suits, PAPR Replacement Face Shields, Nitrile Gloves, N95 Respirators, Body Bags, Surgical Masks, Face Shields, Surgical Masks, Disinfecting Wipes, Two-way Communication Devices, Disinfecting Wipes, Surgical Masks, Gowns, Gowns, Gowns, PAPR Replacement Face Shields, Two-way Communication Devices, Face Shields, Disinfecting Wipes",2020-06-10 17:17:26.002000+00:00,,TX,Harris,48201314003
"Nitrile Gloves, Disinfecting Wipes, Thermometers",2020-06-10 17:19:03.252000+00:00,Acute care hospital,AZ,Mohave,04015953602
Gowns,2020-06-10 17:22:39.023000+00:00,Acute care hospital,TX,Fannin,48147950402
Gowns,2020-06-10 17:23:22.396000+00:00,Acute care hospital,TX,Fannin,48147950402
Gowns,2020-06-10 17:24:01.151000+00:00,Acute care hospital,TX,Fannin,48147950402
"N95 Respirators, Gowns, Gowns, Thermometers, Safety Glasses, Disinfecting Wipes, Disposable Booties, Face Shields, N95 Respirators, Two-way Communication Devices, Disposable Booties, Two-way Communication Devices, Cloth Masks, Disinfecting Wipes, Cloth Masks, Nitrile Gloves, Nitrile Gloves, Surgical Caps / Bouffant Caps, Surgical Caps / Bouffant Caps, Safety Glasses, Thermometers, Face Shields",2020-06-10 17:25:59.384000+00:00,,WA,Snohomish,53061051401
"Surgical Masks, Nitrile Gloves, N95 Respirators",2020-06-10 17:26:56.640000+00:00,Acute care hospital,NY,Kings,
"Safety Goggles, Gowns, Disinfecting Wipes, Thermometers, Surgical Masks",2020-06-10 17:29:33.128000+00:00,Other,CA,Los Angeles,06037276607
